mrph;fName;id;ref;PoS;cls;gD;lm;std;tx
prc.prt.act.n.sg.m.;Bibelstellen;MK_5;Markus 5.30 (Sav);vb.;;wenden;обратити;обра́щь;обращь
a.;Bibelstellen;MK_5;Markus 5.30 (Sav);prn.;$;refl.;сѧ;сѧ;сѧ
$;Bibelstellen;MK_5;Markus 5.30 (Sav);prp.;$;in;въ;въ;въ
l.sg.;Bibelstellen;MK_5;Markus 5.30 (Sav);sm.;;Volk,Leute;народъ;наро́дѣ;народѣ
3.sg.impf.;Bibelstellen;MK_5;Markus 5.30 (Sav);vb.;a;sprechen;глаголати;глаго́лааше ;г҃л҃аше, 
n.;Bibelstellen;MK_5;Markus 5.30 (Sav);prn.;$;wer;къто;къто́;кто
3.sg.aor.;Bibelstellen;MK_5;Markus 5.30 (Sav);vb.pf.;;berühren;прикоснѫти;прикоснѫ́;прикоснѫ
a.;Bibelstellen;MK_5;Markus 5.30 (Sav);prn.;$;med.;сѧ;сѧ;сѧ
l.pl.;Bibelstellen;MK_5;Markus 5.30 (Sav);sf.;;Gewand;риза;ри́захъ;ризахъ
l.pl.f.;Bibelstellen;MK_5;Markus 5.30 (Sav);prn.;$;mein;мои;мои́хъ ;моіхъ, 
$;Bibelstellen;MK_5;Markus 5.31 (Sav);prn.;$;und;и;и;и
3.pl.aor.;Bibelstellen;MK_5;Markus 5.31 (Sav);vb.;a;sprechen;глаголати;глаго́лашѧ;г҃л҃ашѧ
d.sg.;Bibelstellen;MK_5;Markus 5.31 (Sav);prn.;$;er,sie,es;и;ѥмоу́;емꙋ
n.pl.;Bibelstellen;MK_5;Markus 5.31 (Sav);sm.;;Schüler;оученикъ;оученици́;оученици
g.sg.;Bibelstellen;MK_5;Markus 5.31 (Sav);prn.;$;er,sie,es;и;ѥго́ ;его, 
prc.prs.act.n.sg.m.;Bibelstellen;MK_5;Markus 5.31 (Sav);vb.im.;a;sehen;видѣти;ви́дѧ;видѧ
a.sg.;Bibelstellen;MK_5;Markus 5.31 (Sav);sm.;;Volk,Leute;народъ;наро́дъ;народъ
prc.prs.act.g.pl.m.;Bibelstellen;MK_5;Markus 5.31 (Sav);vb.im.;;bedrängen;оугнѣтати;оугнѣта́ѭщь;оугнѣтаѭщъ
a.sg.;Bibelstellen;MK_5;Markus 5.31 (Sav);prn.;$;du;тꙑ;тѧ ;тѧ, 
$;Bibelstellen;MK_5;Markus 5.31 (Sav);prn.;$;und;и;и;и
2.sg.prs.;Bibelstellen;MK_5;Markus 5.31 (Sav);vb.;a;sprechen;глаголати;глаго́л҄еши;г҃л҃еши
n.;Bibelstellen;MK_5;Markus 5.31 (Sav);prn.;$;wer;къто;къто́;кто
3.sg.aor.;Bibelstellen;MK_5;Markus 5.31 (Sav);vb.pf.;;berühren;прикоснѫти;прикоснѫ́;прикоснѫ
a.;Bibelstellen;MK_5;Markus 5.31 (Sav);prn.;$;med.;сѧ;сѧ;сѧ
l.sg.;Bibelstellen;MK_5;Markus 5.31 (Sav);prn.;$;ich;азъ;мьнѣ́ ;мнѣ, 
$;Bibelstellen;MK_5;Markus 5.32 (Sav);prn.;$;und;и;и;и
3.sg.impf.;Bibelstellen;MK_5;Markus 5.32 (Sav);vb.im.;;umschauen;озирати;озира́аше;озираше
a.;Bibelstellen;MK_5;Markus 5.32 (Sav);prn.;$;med.;сѧ;сѧ;сѧ
inf.;Bibelstellen;MK_5;Markus 5.32 (Sav);vb.im.;a;sehen;видѣти;ви́дѣти;видѣти
prc.prt.act.a.sg.f.em.;Bibelstellen;MK_5;Markus 5.32 (Sav);vb.pf.;c;machen;сътворити;сътво́рьшѫѭ;створьшѫѭ
a.sg.n.;Bibelstellen;MK_5;Markus 5.32 (Sav);pron.;$;diese(r,s);сь ;се ;се, 
n.sg.;Bibelstellen;MK_5;Markus 5.33 (Sav);sf.;b;Ehefrau;жена;жена́;жена
$;Bibelstellen;MK_5;Markus 5.33 (Sav);part.;$;δὲ;же;же;же
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Sav);vb.;;fürchten;оубоꙗти;оубоꙗ́въши;оубоꙗвъши
a.;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;$;med.;сѧ;сѧ;сѧ,
$;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;$;und;и;и;и
prc.prs.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Sav);vb.im.;;zittern;трепетати;трепе́щѫщи;трепещѫщи 
prc.prs.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Sav);vb.im.;c;wissen;вѣдѣти;вѣ́дѫщи;вѣдѫщи
n.sg.n.;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;$;rel.prn.;и;ѥ;+еже
$;Bibelstellen;MK_5;Markus 5.33 (Sav);part.;$;же;же;же;еже
3.sg.aor.;Bibelstellen;MK_5;Markus 5.33 (Sav);vb.im.;a;sein;бꙑти;бꙑ́стъ;бꙑстъ
d.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;$;er,sie,es;и;ѥ́и;еі 
3.sg.aor.;Bibelstellen;MK_5;Markus 5.33 (Sav);vb.pf.;b;kommen;приити;приде́;приде
$;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;$;und;и;и;и
3.sg.aor.;Bibelstellen;MK_5;Markus 5.33 (Sav);vb.pf.;;fallen vor;припасти;припа́де;припаде
$;Bibelstellen;MK_5;Markus 5.33 (Sav);prp.;$;zu;къ;къ;къ
d.sg.m.;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;$;er,sie,es;и ;н҄емоу́ ;немоу, 
$;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;$;und;и;и;и
3.sg.aor.;Bibelstellen;MK_5;Markus 5.33 (Sav);vb.pf.;c;reden;рещи;ре́че;рече
d.sg.;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;$;er,sie,es;и;ѥмоу́;емоу
a.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Sav);prn.;;all,ganz;вьсь;вьсѫ́;всѫ
a.sg.;Bibelstellen;MK_5;Markus 5.33 (Sav);sf.;a;Wahrheit;истина;и́стинѫ ;истинѫ, 
n.sg.;Bibelstellen;MK_5;Markus 5.34 (Sav);sm.npr.;a;Jesus;Исоусъ;Исоу́съ;і҃с҃
$;Bibelstellen;MK_5;Markus 5.34 (Sav);part.;$;δὲ;же;же;же
3.sg.aor.;Bibelstellen;MK_5;Markus 5.34 (Sav);vb.pf.;c;reden;рещи;ре́че;рече 
n.sg.;Bibelstellen;MK_5;Markus 5.34 (Sav);sf.;a;Glauben;вѣра;вѣ́ра;вѣра
n.sg.f.;Bibelstellen;MK_5;Markus 5.34 (Sav);prn.poss.;$;dein;твои;твоꙗ́;твоꙗ
3.sg.aor.;Bibelstellen;MK_5;Markus 5.34 (Sav);vb.pf.;;erretten;съпасти;съпасе́;с҃п҃е҃
a.sg.;Bibelstellen;MK_5;Markus 5.34 (Sav);prn.;$;du;тꙑ;тѧ;тѧ,
2.sg.imp.;Bibelstellen;MK_5;Markus 5.34 (Sav);vb.im.;b;gehen;ити;иди́;иди
$;Bibelstellen;MK_5;Markus 5.34 (Sav);prp.;$;mit;съ;съ;съ
i.sg.;Bibelstellen;MK_5;Markus 5.34 (Sav);sm.;c;Friede;миръ;ми́ромь ;миромъ. 
$;Bibelstellen;MK_5;Markus 5.24 (Und);prp.;$;in;въ;въ;+въⷩ_мѧ
a.sg.n.;Bibelstellen;MK_5;Markus 5.24 (Und);prn.;$;jene(r,s);онъ;оно́;+въⷩ_мѧ
a.sg.;Bibelstellen;MK_5;Markus 5.24 (Und);sn.;c;Zeit;врѣмѧ;врѣ́мѧ;въⷩ_мѧ
3.sg.impf.;Bibelstellen;MK_5;Markus 5.24 (Und);vb.pf.;;folgen;послѣдовати;послѣ́довааше;*****д**ашѧ
d.sg.;Bibelstellen;MK_5;Markus 5.24 (Und);sm.npr.;a;Jesus;Исоусъ;Исоу́соу;і҃с҃оу 
n.sg.;Bibelstellen;MK_5;Markus 5.24 (Und);sm.;;Volk,Leute;народъ;наро́дъ;нарѡдъ
n.sg.m.;Bibelstellen;MK_5;Markus 5.24 (Und);prn.;a;viel;мъногъ;мъно́гъ;многъ
$;Bibelstellen;MK_5;Markus 5.24 (Und);prn.;$;und;и;и;и
3.pl.impf.;Bibelstellen;MK_5;Markus 5.24 (Und);vb.im.;;bedrängen;оугнѣтати;оугнѣта́ахѫ;оугнⷺтахѫ
a.sg.m.;Bibelstellen;MK_5;Markus 5.24 (Und);prn.;$;er,sie,es;и ;и ;и, 
$;Bibelstellen;MK_5;Markus 5.25 (Und);prn.;$;und;и;и;и
$;Bibelstellen;MK_5;Markus 5.25 (Und);adv.;$;ecce;се;се;се
n.sg.;Bibelstellen;MK_5;Markus 5.25 (Und);sf.;b;Ehefrau;жена;жена́;жена
n.sg.f.;Bibelstellen;MK_5;Markus 5.25 (Und);prn.;;irgendeiner;етеръ;етера;етера
$;Bibelstellen;MK_5;Markus 5.25 (Und);prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;MK_5;Markus 5.25 (Und);sn.;a;Strom;точениѥ;точе́ниѥ;точение
g.sg.;Bibelstellen;MK_5;Markus 5.25 (Und);sf.;c;Blut;кръвь;кръ́ви ;кръви, 
g.pl.;Bibelstellen;MK_5;Markus 5.25 (Und);sn.;;Jahr;лѣто;лѣ́тъ;лѣтъ
a.du.n.;Bibelstellen;MK_5;Markus 5.25 (Und);num.;$;zwei;дъва;дъвѣ́;двѣ
$;Bibelstellen;MK_5;Markus 5.25 (Und);prp.;$;auf;на;на;на
l.sg.;Bibelstellen;MK_5;Markus 5.25 (Und);num.;c;zehn;десѧть;де́сѧте;десѧте
prc.prs.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.25 (Und);vb.im.;b/a;haben;имѣти;имѫ́щи ;имѫщи, 
$;Bibelstellen;MK_5;Markus 5.26 (Und);prn.;$;und;и;и;и
a.sg.n.;Bibelstellen;MK_5;Markus 5.26 (Und);prn.;a;viel;мъногъ;мъно́го;многѡ
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Und);vb.pf.;a;leiden;пострадати;пострада́въши;пострꚞдавъши,
$;Bibelstellen;MK_5;Markus 5.26 (Und);prp.;$;von;отъ;отъ;отъ
n.sg.m.;Bibelstellen;MK_5;Markus 5.26 (Und);prn.;a;viel;мъногъ;мъно́гъ;многъ
g.pl.;Bibelstellen;MK_5;Markus 5.26 (Und);sm.;;Arzt;врачь;врачь́ ;врачъ, 
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Und);vb.pf.;;aufwenden;изжити;ижди́въши;иждивъши
a.sg.n.;Bibelstellen;MK_5;Markus 5.26 (Und);prn.;$;sein,eigene(r,s);свои;своѥ́;свое
a.sg.n.;Bibelstellen;MK_5;Markus 5.26 (Und);prn.;;all,ganz;вьсь;вьсе́ ;въсе, 
$;Bibelstellen;MK_5;Markus 5.26 (Und);prn.;$;und;и;и;и
g.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Und);prn.;;kein;ниединъже;ниедино́ѩже;ниединоѧже
g.sg.;Bibelstellen;MK_5;Markus 5.26 (Und);sf.;;Nutzen;польꙃа;по́льꙃѧ;полъꙃѧ
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Und);vb.pf.;a;finden;обрѣсти;обрѣ́тъши ;ѡбрѣтъши, 
$;Bibelstellen;MK_5;Markus 5.26 (Und);adv.;$;jetzt;нъ;нъ;нъ
$;Bibelstellen;MK_5;Markus 5.26 (Und);adv.;$;mehr;паче;па́че;паче
$;Bibelstellen;MK_5;Markus 5.26 (Und);prp.;$;in;въ;въ;въ
a.sg.n.;Bibelstellen;MK_5;Markus 5.26 (Und);adj.;;schlimmer;гор҄ь;го́р҄е;горе
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Und);vb.pf.;;hineinfallen;въпасти;въпа́дъши ;въпадъши, 
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.27 (Und);vb.ip.;a;hören;слꙑшати;слꙑ́шавъши;слꙑшавъши
$;Bibelstellen;MK_5;Markus 5.27 (Und);prp.;;über;о;о;ѡ
l.sg.;Bibelstellen;MK_5;Markus 5.27 (Und);sm.npr.;a;Jesus;Исоусъ;Исоу́сѣ;і҃с҃ѣ,
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.27 (Und);vb.pf.;b;kommen;приити;прише́дъши;пришедъши
$;Bibelstellen;MK_5;Markus 5.27 (Und);prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;MK_5;Markus 5.27 (Und);sm.;;Volk,Leute;народъ;наро́дъ;нарѡдъ
$;Bibelstellen;MK_5;Markus 5.27 (Und);prp.;$;von;съ;съ;+съзади, 
g.sg.;Bibelstellen;MK_5;Markus 5.27 (Und);adv.;$;hinten;зади;за́ди ;съзади, 
3.sg.aor.;Bibelstellen;MK_5;Markus 5.27 (Und);vb.pf.;;berühren;прикоснѫти;прикоснѫ́;прикоснѫ
a.;Bibelstellen;MK_5;Markus 5.27 (Und);prn.;$;med.;сѧ;сѧ;сѧ
l.sg.;Bibelstellen;MK_5;Markus 5.27 (Und);sf.;;Gewand;риза;ри́зѣ;ризѣ
g.sg.;Bibelstellen;MK_5;Markus 5.27 (Und);prn.;$;rel.prn.;и;ѥго́ ;его, 
3.sg.impf.;Bibelstellen;MK_5;Markus 5.28 (Und);vb.;a;sprechen;глаголати;глаго́лааше;гл҃а҃ше
$;Bibelstellen;MK_5;Markus 5.28 (Und);cnj.;$;denn;бо;бо;бо
$;Bibelstellen;MK_5;Markus 5.28 (Und);adv.;$;dass;ꙗко;ꙗ́ко;ѣко 
$;Bibelstellen;MK_5;Markus 5.28 (Und);cnj.;$;wenn,if;аще;а́ще;аще
1.sg.prs.;Bibelstellen;MK_5;Markus 5.28 (Und);vb.pf.;;berühren;прикоснѫти;прикоснѫ́;прикоснѫ
a.;Bibelstellen;MK_5;Markus 5.28 (Und);prn.;$;med.;сѧ;сѧ;сѧ
l.sg.;Bibelstellen;MK_5;Markus 5.28 (Und);sf.;;Gewand;риза;ри́зѣ;ризѣ
g.sg.;Bibelstellen;MK_5;Markus 5.28 (Und);prn.;$;er,sie,es;и;ѥго́;его
prc.prt.pass.n.sg.f.;Bibelstellen;MK_5;Markus 5.28 (Und);vb.pf.;;erretten;съпасти;съпасена́;с҃п҃с҃ена
1.sg.fut.;Bibelstellen;MK_5;Markus 5.28 (Und);vb.im.;a;sein;бꙑти;бѫ́дѫ ;бѫдѫ, 
$;Bibelstellen;MK_5;Markus 5.29 (Und);prn.;$;und;и;и;и
$;Bibelstellen;MK_5;Markus 5.29 (Und);adv.;$;sogleich;абиѥ;а́биѥ;абие
prc.prt.act.n.sg.m.;Bibelstellen;MK_5;Markus 5.29 (Und);vb.pf.;;austrocknen;иссѧкнѫти;исѧ́кнѫ;исѧкнѫ
n.sg.;Bibelstellen;MK_5;Markus 5.29 (Und);sm.;;Quelle;источьникъ;исто́чьникъ;источъникъ
g.sg.;Bibelstellen;MK_5;Markus 5.29 (Und);sf.;b;Blut;крꙑ;кръ́ве;кръве
g.sg.f.;Bibelstellen;MK_5;Markus 5.29 (Und);prn.;$;er,sie,es;и;ѥ́ѩ ;еѩ, 
$;Bibelstellen;MK_5;Markus 5.29 (Und);prn.;$;und;и;и;и
3.sg.aor.;Bibelstellen;MK_5;Markus 5.29 (Und);vb.;a;bemerken;разоумѣти;разоумѣ́;разоумѣ
d.pl.;Bibelstellen;MK_5;Markus 5.29 (Und);sn.;c;Körper;тѣло;тѣло́мъ;тѣломъ
$;Bibelstellen;MK_5;Markus 5.29 (Und);adv.;$;dass;ꙗко;ꙗ́ко;ѣко
3.sg.aor.;Bibelstellen;MK_5;Markus 5.29 (Und);vb.pf.;;gesund werden;исцѣлѣти;исцѣлѣ́;ицѣлѣ
$;Bibelstellen;MK_5;Markus 5.29 (Und);prp.;$;von;отъ;отъ;ѡⷮ
g.sg.;Bibelstellen;MK_5;Markus 5.29 (Und);sf.;;Wunde;рана;ра́нꙑ ;ранꙑ, 
$;Bibelstellen;MK_5;Markus 5.30 (Und);adv.;$;sogleich;абиѥ;а́биѥ;абие
n.sg.;Bibelstellen;MK_5;Markus 5.30 (Und);sm.npr.;a;Jesus;Исоусъ;Исоу́съ;і҃с҃ъ
3.sg.aor.;Bibelstellen;MK_5;Markus 5.30 (Und);vb.pf.;;fühlen;ощютити;ощюти́;ѡщоути
a.sg.;Bibelstellen;MK_5;Markus 5.30 (Und);sf.;;Stärke;сила;си́лѫ;силѫ
prc.prt.act.a.sg.f.;Bibelstellen;MK_5;Markus 5.30 (Und);vb.;;ausgehen;изити;ише́дъшѫ;ишъдъшѫ
$;Bibelstellen;MK_5;Markus 5.30 (Und);prp.;$;aus;из;из;ꙇз
g.sg.m.;Bibelstellen;MK_5;Markus 5.30 (Und);prn.;$;er,sie,es;и ;н҄его́ ;него, 
$;Bibelstellen;MK_5;Markus 5.30 (Und);prn.;$;und;и;и;и
prc.prt.act.n.sg.m.;Bibelstellen;MK_5;Markus 5.30 (Und);vb.;;wenden;обратити;обращь́;ѡбращъ
a.;Bibelstellen;MK_5;Markus 5.30 (Und);prn.;$;refl.;сѧ;сѧ;сѧ
$;Bibelstellen;MK_5;Markus 5.30 (Und);prp.;$;in;въ;въ;въ
l.sg.;Bibelstellen;MK_5;Markus 5.30 (Und);sm.;;Volk,Leute;народъ;наро́дѣ;народѣ
3.sg.impf.;Bibelstellen;MK_5;Markus 5.30 (Und);vb.;a;sprechen;глаголати;глаго́лааше;г҃л҃аше 
n.;Bibelstellen;MK_5;Markus 5.30 (Und);prn.;$;wer;къто;къто́;кто
3.sg.aor.;Bibelstellen;MK_5;Markus 5.30 (Und);vb.pf.;;berühren;прикоснѫти;прикоснѫ́;прикⷪснѫ
a.;Bibelstellen;MK_5;Markus 5.30 (Und);prn.;$;med.;сѧ;сѧ;сѧ
l.pl.;Bibelstellen;MK_5;Markus 5.30 (Und);sf.;;Gewand;риза;ри́захъ;ризахъ
l.pl.f.;Bibelstellen;MK_5;Markus 5.30 (Und);prn.;$;mein;мои;мои́хъ ;моихъ, 
3.pl.impf.;Bibelstellen;MK_5;Markus 5.31 (Und);vb.;a;sprechen;глаголати;глаго́лаахѫ;г҃л҃ахѫ
$;Bibelstellen;MK_5;Markus 5.31 (Und);part.;$;δὲ;же;же;же
d.sg.;Bibelstellen;MK_5;Markus 5.31 (Und);prn.;$;er,sie,es;и;ѥмоу́;емоу
n.pl.;Bibelstellen;MK_5;Markus 5.31 (Und);sm.;;Schüler;оученикъ;оученици́;оученꙇци
g.sg.;Bibelstellen;MK_5;Markus 5.31 (Und);prn.;$;er,sie,es;и;ѥго́ ;его, 
2.sg.prs.;Bibelstellen;MK_5;Markus 5.31 (Und);vb.im.;a;sehen;видѣти;ви́диши;видиши
$;Bibelstellen;MK_5;Markus 5.31 (Und);part.;$;ли;ли;ли;ли
a.sg.;Bibelstellen;MK_5;Markus 5.31 (Und);sm.;;Volk,Leute;народъ;наро́дъ;нарѡдъ
prc.prs.act.g.pl.m.;Bibelstellen;MK_5;Markus 5.31 (Und);vb.im.;;bedrängen;оугнѣтати;оугнѣта́ѭщь;оугнѣтаѫщъ
a.sg.;Bibelstellen;MK_5;Markus 5.31 (Und);prn.;$;du;тꙑ;тѧ ;тѧ, 
$;Bibelstellen;MK_5;Markus 5.31 (Und);prn.;$;und;и;и;и
2.sg.prs.;Bibelstellen;MK_5;Markus 5.31 (Und);vb.;a;sprechen;глаголати;глаго́л҄еши;г҃л҃еши
n.;Bibelstellen;MK_5;Markus 5.31 (Und);prn.;$;wer;къто;къто́;кто
3.sg.aor.;Bibelstellen;MK_5;Markus 5.31 (Und);vb.pf.;;berühren;прикоснѫти;прикоснѫ́;прикоснѫ
a.;Bibelstellen;MK_5;Markus 5.31 (Und);prn.;$;med.;сѧ;сѧ;сѧ
l.sg.;Bibelstellen;MK_5;Markus 5.31 (Und);prn.;$;ich;азъ;мьнѣ́ ;мънѣ, 
$;Bibelstellen;MK_5;Markus 5.32 (Und);prn.;$;und;и;и;и
3.sg.impf.;Bibelstellen;MK_5;Markus 5.32 (Und);vb.;;betrachten;оглѧдати;оглѧ́дааше;ѡглѧдаше
a.;Bibelstellen;MK_5;Markus 5.32 (Und);prn.;$;med.;сѧ;сѧ;сѧ
inf.;Bibelstellen;MK_5;Markus 5.32 (Und);vb.im.;a;sehen;видѣти;ви́дѣти;видѣти,
prc.prt.act.a.sg.f.em.;Bibelstellen;MK_5;Markus 5.32 (Und);vb.pf.;c;machen;сътворити;сътво́рьшѫѭ;сътворъшѫѫ
a.sg.n.;Bibelstellen;MK_5;Markus 5.32 (Und);pron.;$;diese(r,s);сь ;се ;се, 
n.sg.;Bibelstellen;MK_5;Markus 5.33 (Und);sf.;b;Ehefrau;жена;жена́;жена
$;Bibelstellen;MK_5;Markus 5.33 (Und);part.;$;δὲ;же;же;же
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Und);vb.;;fürchten;оубоꙗти;оубоꙗ́въши;оубоѣвъши
a.;Bibelstellen;MK_5;Markus 5.33 (Und);prn.;$;med.;сѧ;сѧ;сѧ,
$;Bibelstellen;MK_5;Markus 5.33 (Und);prn.;$;und;и;и;и
prc.prs.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Und);vb.im.;;zittern;трепетати;трепе́щѫщи;трепещѫщи
3.sg.aor.;Bibelstellen;MK_5;Markus 5.33 (Und);vb.pf.;;fallen vor;припасти;припа́де ;припаде, 
prc.prs.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Und);vb.im.;c;wissen;вѣдѣти;вѣ́дѫщи;вѣдѫщи
n.sg.n.;Bibelstellen;MK_5;Markus 5.33 (Und);prn.;$;er,sie,es;и;ѥ;е
3.sg.aor.;Bibelstellen;MK_5;Markus 5.33 (Und);vb.im.;a;sein;бꙑти;бꙑ́стъ;бꙑⷭ
$;Bibelstellen;MK_5;Markus 5.33 (Und);prn.;$;und;и;и;и
3.sg.aor.;Bibelstellen;MK_5;Markus 5.33 (Und);vb.pf.;b;kommen;приити;приде́;приде
$;Bibelstellen;MK_5;Markus 5.33 (Und);prp.;$;zu;къ;къ;къ
d.sg.m.;Bibelstellen;MK_5;Markus 5.33 (Und);prn.;$;er,sie,es;и ;н҄емоу́ ;немоу, 
$;Bibelstellen;MK_5;Markus 5.33 (Und);prn.;$;und;и;и;и
3.sg.aor.;Bibelstellen;MK_5;Markus 5.33 (Und);vb.pf.;c;reden;рещи;ре́че;рече
d.sg.;Bibelstellen;MK_5;Markus 5.33 (Und);prn.;$;er,sie,es;и;ѥмоу́;емоу
a.sg.f.;Bibelstellen;MK_5;Markus 5.33 (Und);prn.;;all,ganz;вьсь;вьсѫ́;въсѫ
a.sg.;Bibelstellen;MK_5;Markus 5.33 (Und);sf.;a;Wahrheit;истина;и́стинѫ ;истинѫ, 
n.sg.;Bibelstellen;MK_5;Markus 5.34 (Und);sm.npr.;a;Jesus;Исоусъ;Исоу́съ;***
$;Bibelstellen;MK_5;Markus 5.34 (Und);part.;$;же;же;же;**
3.sg.aor.;Bibelstellen;MK_5;Markus 5.34 (Und);vb.pf.;c;reden;рещи;ре́че;***е
d.sg.f.;Bibelstellen;MK_5;Markus 5.34 (Und);prn.;$;;и;ѥ́и;ен 
n.sg.;Bibelstellen;MK_5;Markus 5.34 (Und);sf.;c;Tochter;дъщи;дъщи́;дщи
n.sg.;Bibelstellen;MK_5;Markus 5.34 (Und);sf.;a;Glauben;вѣра;вѣ́ра;вѣра
n.sg.f.;Bibelstellen;MK_5;Markus 5.34 (Und);prn.poss.;$;dein;твои;твоꙗ́;твоѣ
3.sg.aor.;Bibelstellen;MK_5;Markus 5.34 (Und);vb.pf.;;erretten;съпасти;съпасе́;с҃п҃с҃е
a.sg.;Bibelstellen;MK_5;Markus 5.34 (Und);prn.;$;du;тꙑ;тѧ ;тѧ, 
prc.prt.act.d.sg.m.;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);vb.;;hinabgehen;сънити;съше́дъшю;съшедъшю
$;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);part.;$;δὲ;же;же;же
d.sg.;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);prn.;$;er,sie,es;и;ѥмоу́;емоу
$;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);prp.;$;von;съ;съ;съ
g.sg.;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);sf.;;Berg;гора;горꙑ́ ;горꙑ, 
$;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);sm.;;Weg,Spur;слѣдъ;слѣ́дъ;слѣдъ
g.sg.;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);prn.;$;er,sie,es;и;ѥго́;его
3.pl.aor.;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);vb.im.;b;gehen;ити;и́дѫ;ꙇдѫ
n.pl.;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);sm.;;Volk,Leute;народъ;наро́ди;народи
n.pl.m.;Bibelstellen;MT_8;Matthäus 8.01 (Zogr);prn.;a;viel;мъногъ;мъно́ꙃи ;мнози, 
$;Bibelstellen;MT_8;Matthäus 8.02;prn.;$;und;и;и;ꙇ
$;Bibelstellen;MT_8;Matthäus 8.02;adv.;$;ecce;се;се;се
prc.prt.pass.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.02;vb.;;verderben;проказити;прокаже́нъ;прокаженъ
prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.02;vb.;b;hinzutreten;пристѫпити;пристѫпль́;пристѫпь
3.sg.impf.;Bibelstellen;MT_8;Matthäus 8.02;vb.;;verneigen;кланꙗти;кланꙗ́аше;клан҄ѣаше
a.;Bibelstellen;MT_8;Matthäus 8.02;prn.;$;refl.;сѧ;сѧ;сѧ
d.sg.;Bibelstellen;MT_8;Matthäus 8.02;prn.;$;er,sie,es;и;ѥмоу́;емоу 
prc.prs.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.02;vb.;a;sprechen;глаголати;глаго́лѧ;г҃л҃ѧ
d.sg.;Bibelstellen;MT_8;Matthäus 8.02;sm.;c;Herr;господь;госпо́ди;г҃и҃
$;Bibelstellen;MT_8;Matthäus 8.02;cnj.;$;wenn,if;аще;а́ще;аште
2.sg.prs.;Bibelstellen;MT_8;Matthäus 8.02;vb.;c;wollen;хотѣти;хо́щеши;хоштеши
2.sg.prs.;Bibelstellen;MT_8;Matthäus 8.02;vb.;b;können;мощи;мо́жеши;можеши
a.sg.;Bibelstellen;MT_8;Matthäus 8.02;prn.;$;ich;азъ;мѧ;мѧ
inf.;Bibelstellen;MT_8;Matthäus 8.02;vb.;;säubern;изчистити;ищи́стити ;ꙇштистити, 
$;Bibelstellen;MT_8;Matthäus 8.03;prn.;$;und;и;и;ꙇ
prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.03;vb.;;ausstrecken;прострѣти;про́стьръ;простьръ
a.sg.;Bibelstellen;MT_8;Matthäus 8.03;sf.;c;Hand;рѫка;рѫ́кѫ;рѫкѫ
n.sg.;Bibelstellen;MT_8;Matthäus 8.03;sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃,
3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.03;vb.;;berühren;коснѫти;ко́снѫ;коснѫ
a.sg.m.;Bibelstellen;MT_8;Matthäus 8.03;prn.;$;er,sie,es;и;и;и
