2;1;4;intr;najis;safe;#WERT!;;#WERT!;#WERT!;#WERT!;x;#WERT!;#NAME?
1;21;21;aus2;ẜohlijis;safe;l;;5;32112aus2bijis;312bijis;x;x;#NAME?
2;21;28;aus2;nopellnijis;safe;l;;8;12121aus2ẜohlijis;121ẜohlijis;x;x;#NAME?
3;21;28;aus2;laupijis;safe;l;;11;22128aus2nopellnijis;228nopellnijis;x;x;#NAME?
3;21;19;aus2;darrijis;safe;l;;8;32128aus2laupijis;328laupijis;x;x;#NAME?
2;21;11;aus2;dſiewojis;safe;l;;8;32119aus2darrijis;319darrijis;x;x;#NAME?
2;21;20;aus2;ʒehlis;unsafe;l;;9;22111aus2dſiewojis;211dſiewojis;x;x;#NAME?
2;21;2;aus2;attkahpis;unsafe;l;;6;22120aus2ʒehlis;220ʒehlis;x;x;#NAME?
1;21;20;aus2;nomirris;unsafe;l;;9;2212aus2attkahpis;22attkahpis;x;x;#NAME?
2;21;4;aus2;ee⸗ſtidſis;unsafe;l;;8;12120aus2nomirris;120nomirris;x;x;#NAME?
3;21;23;aus2;neſẜis;unsafe;l;;10;2214aus2ee⸗ſtidſis;24ee⸗ſtidſis;x;x;#NAME?
3;21;30;aus2;ʒeetis;unsafe;l;?;6;32123aus2neſẜis;323neſẜis;x;x;#NAME?
1;21;19;aus2;nahʒis;unsafe;l;;6;32130aus2ʒeetis;330ʒeetis;x;x;#NAME?
1;21;16;aus2;ee⸗preʒenajeeß;safe;l;?;6;12119aus2nahʒis;119nahʒis;x;x;#NAME?
2;21;15;aus2;preeʒajeeß;safe;l;?;14;12116aus2ee⸗preʒenajeeß;116ee⸗preʒenajeeß;x;x;#NAME?
1;21;10;aus2;allojeeß;safe;l;?;10;22115aus2preeʒajeeß;215preeʒajeeß;x;x;#NAME?
1;21;21;aus2;ʒehleeß;unsafe;l;?;8;12110aus2allojeeß;110allojeeß;x;x;#NAME?
2;22;29;aus2;ẜaghajuẜchi;safe;l;;7;12121aus2ʒehleeß;121ʒehleeß;x;x;#NAME?
3;22;4;aus2;tappuẜchi;safe;l;;11;22229aus2ẜaghajuẜchi;229ẜaghajuẜchi;x;x;#NAME?
3;22;13;aus2;ſpeeduẜi;safe;l;;9;3224aus2tappuẜchi;34tappuẜchi;x;x;#NAME?
1;22;8;aus2;nitʒinajis;safe;l;;8;32213aus2ſpeeduẜi;313ſpeeduẜi;x;x;#NAME?
1;22;9;aus2;ghribbejis;safe;l;;10;1228aus2nitʒinajis;18nitʒinajis;x;x;#NAME?
3;22;9;aus2;noſkummis;unsafe;l;;10;1229aus2ghribbejis;19ghribbejis;x;x;#NAME?
1;22;29;aus2;nomirris;unsafe;l;;9;3229aus2noſkummis;39noſkummis;x;x;#NAME?
3;22;18;aus2;attneſẜis;unsafe;l;;8;12229aus2nomirris;129nomirris;x;x;#NAME?
3;22;8;aus2;ẜalieʒis;unsafe;l;;9;32218aus2attneſẜis;318attneſẜis;x;x;#NAME?
2;22;23;aus2;iß⸗altʒis;unsafe;l;;8;3228aus2ẜalieʒis;38ẜalieʒis;x;x;#NAME?
3;22;20;aus2;noẜautʒis;unsafe;l;;9;22223aus2iß⸗altʒis;223iß⸗altʒis;x;x;#NAME?
2;22;1;aus2;jauʒeeß;unsafe;l;;9;32220aus2noẜautʒis;320noẜautʒis;x;x;#NAME?
3;23;16;aus2;raddijis;safe;l;;7;2221aus2jauʒeeß;21jauʒeeß;x;x;#NAME?
2;23;22;aus2;darrijis;safe;l;;8;32316aus2raddijis;316raddijis;x;x;#NAME?
3;23;29;aus2;ʒeetis;unsafe;l;?;8;22322aus2darrijis;222darrijis;x;x;#NAME?
3;23;27;aus2;mettis;unsafe;l;;6;32329aus2ʒeetis;329ʒeetis;x;x;#NAME?
3;23;26;aus2;ẜaẜittis;unsafe;l;;6;32327aus2mettis;327mettis;x;x;#NAME?
2;23;1;aus2;ẜarrghajeeß;safe;l;?;8;32326aus2ẜaẜittis;326ẜaẜittis;x;x;#NAME?
2;23;26;aus2;pee⸗rijeeß;safe;l;;11;2231aus2ẜarrghajeeß;21ẜarrghajeeß;x;x;#NAME?
2;23;27;aus2;peedſeh-reeß;absolute_trash;l;;10;22326aus2pee⸗rijeeß;226pee⸗rijeeß;x;x;#NAME?
3;24;30;aus2;redſejuẜchi;safe;l;;12;22327aus2peedſeh-reeß;227peedſeh-reeß;x;x;#NAME?
3;24;15;aus2;padarrijuẜchi;safe;l;;11;32430aus2redſejuẜchi;330redſejuẜchi;x;x;#NAME?
2;24;24;aus2;juſẜi;safe;l;;13;32415aus2padarrijuẜchi;315padarrijuẜchi;x;x;#NAME?
3;24;21;aus2;noſkummuſẜi;safe;l;;5;22424aus2juſẜi;224juſẜi;x;x;#NAME?
3;24;10;aus2;pahrghahjuẜchas;safe;l;;11;32421aus2noſkummuſẜi;321noſkummuſẜi;x;x;#NAME?
2;24;5;aus2;baͤhdajis;safe;l;;15;32410aus2pahrghahjuẜchas;310pahrghahjuẜchas;x;x;#NAME?
2;24;3;aus2;bijis;safe;l;;9;2245aus2baͤhdajis;25baͤhdajis;x;x;#NAME?
2;24;11;aus2;bijis;safe;l;;5;2243aus2bijis;23bijis;x;x;#NAME?
2;24;4;aus2;ʒeenijis;safe;l;;5;22411aus2bijis;211bijis;x;x;#NAME?
3;24;25;aus2;attpeſtijis;safe;l;;8;2244aus2ʒeenijis;24ʒeenijis;x;x;#NAME?
3;24;3;aus2;raxtijis;safe;l;;11;32425aus2attpeſtijis;325attpeſtijis;x;x;#NAME?
3;24;16;aus2;dſehris;unsafe;l;;8;3243aus2raxtijis;33raxtijis;x;x;#NAME?
3;24;31;aus2;neſẜis;unsafe;l;;7;32416aus2dſehris;316dſehris;x;x;#NAME?
3;24;17;aus2;ʒeetis;unsafe;l;?;6;32431aus2neſẜis;331neſẜis;x;x;#NAME?
3;24;28;aus2;ʒeetis;unsafe;l;?;6;32417aus2ʒeetis;317ʒeetis;x;x;#NAME?
2;24;20;aus2;ee⸗ẜahʒis;unsafe;l;;6;32428aus2ʒeetis;328ʒeetis;x;x;#NAME?
2;24;22;aus2;ee⸗ẜahʒis;unsafe;l;;9;22420aus2ee⸗ẜahʒis;220ee⸗ẜahʒis;x;x;#NAME?
3;24;2;aus2;pee⸗litʒis;unsafe;l;;9;22422aus2ee⸗ẜahʒis;222ee⸗ẜahʒis;x;x;#NAME?
3;24;9;aus2;notitʒis;unsafe;l;;10;3242aus2pee⸗litʒis;32pee⸗litʒis;x;x;#NAME?
1;24;19;aus2;notixeeß;unsafe;l;;8;3249aus2notitʒis;39notitʒis;x;x;#NAME?
1;25;18;aus2;dſirrdejuẜchi;safe;l;;8;12419aus2notixeeß;119notixeeß;x;x;#NAME?
3;25;19;aus2;redſejuẜchi;safe;l;;13;12518aus2dſirrdejuẜchi;118dſirrdejuẜchi;x;x;#NAME?
3;25;7;aus2;bijuẜchi;safe;l;;11;32519aus2redſejuẜchi;319redſejuẜchi;x;x;#NAME?
3;25;19;aus2;aptauſtijuẜchi;safe;l;;8;3257aus2bijuẜchi;37bijuẜchi;x;x;#NAME?
3;25;18;aus2;noſkummuſẜi;safe;l;;14;32519aus2aptauſtijuẜchi;319aptauſtijuẜchi;x;x;#NAME?
1;25;12;aus2;ẜehdejis;safe;l;;11;32518aus2noſkummuſẜi;318noſkummuſẜi;x;x;#NAME?
1;25;29;aus2;darrijis;safe;l;;8;12512aus2ẜehdejis;112ẜehdejis;x;x;#NAME?
3;25;10;aus2;peedſimmis;unsafe;l;;8;12529aus2darrijis;129darrijis;x;x;#NAME?
3;25;14;aus2;peedſimmis;unsafe;l;;10;32510aus2peedſimmis;310peedſimmis;x;x;#NAME?
2;25;21;aus2;litʒis;unsafe;l;;10;32514aus2peedſimmis;314peedſimmis;x;x;#NAME?
3;26;13;aus2;Auẜi;safe;l;;6;22521aus2litʒis;221litʒis;x;x;#NAME?
3;26;13;aus2;ißtetʒejuſchas;safe;u;;4;32613aus2Auẜi;313Auẜi;x;x;#NAME?
2;26;3;aus2;bijajis;safe;l;;14;32613aus2ißtetʒejuſchas;313ißtetʒejuſchas;x;x;#NAME?
3;26;21;aus2;ißghahjis;safe;l;;7;2263aus2bijajis;23bijajis;x;x;#NAME?
1;26;12;intr;ẜohlijis;safe;l;;9;32621aus2ißghahjis;321ißghahjis;x;x;#NAME?
1;26;10;intr;noẜuhtijis;safe;l;;8;12612intrẜohlijis;112ẜohlijis;x;x;#NAME?
1;26;9;intr;Chriſtijis;safe;l;;10;12610intrnoẜuhtijis;110noẜuhtijis;x;x;#NAME?
3;26;7;aus2;ẜatʒijis;safe;u;;10;1269intrChriſtijis;19Chriſtijis;x;x;#NAME?
3;26;24;aus2;nobeidſis;unsafe;l;;8;3267aus2ẜatʒijis;37ẜatʒijis;x;x;#NAME?
2;26;2;aus2;turrejeeß;safe;l;?;9;32624aus2nobeidſis;324nobeidſis;x;x;#NAME?
3;26;23;aus2;usjehmeeß;unsafe;l;?;9;2262aus2turrejeeß;22turrejeeß;x;x;#NAME?
1;27;12;peri;ißghajuſchi;safe;l;;9;32623aus2usjehmeeß;323usjehmeeß;x;x;#NAME?
1;27;10;peri;ißghajuẜchi;safe;l;;11;12712periißghajuſchi;112ißghajuſchi;x;x;#NAME?
2;27;12;aus2;jis;trash;l;;11;12710periißghajuẜchi;110ißghajuẜchi;x;x;#NAME?
2;27;11;aus2;tappis;unsafe;l;;3;22712aus2jis;212jis;x;x;#NAME?
3;27;22;aus2;noſeedſis;unsafe;l;;6;22711aus2tappis;211tappis;x;x;#NAME?
3;27;2;aus2;ʒeetis;unsafe;l;?;9;32722aus2noſeedſis;322noſeedſis;x;x;#NAME?
3;27;7;aus2;ʒeetis;unsafe;l;?;6;3272aus2ʒeetis;32ʒeetis;x;x;#NAME?
3;27;16;aus2;ʒeetis;unsafe;l;?;6;3277aus2ʒeetis;37ʒeetis;x;x;#NAME?
3;27;21;aus2;ʒeetis;unsafe;l;?;6;32716aus2ʒeetis;316ʒeetis;x;x;#NAME?
3;27;4;aus2;juttis;unsafe;l;;6;32721aus2ʒeetis;321ʒeetis;x;x;#NAME?
2;27;13;aus2;pallitʒis;unsafe;l;;6;3274aus2juttis;34juttis;x;x;#NAME?
2;27;10;aus2;notitʒis;unsafe;l;;9;22713aus2pallitʒis;213pallitʒis;x;x;#NAME?
3;27;20;aus2;notitʒis;unsafe;l;;8;22710aus2notitʒis;210notitʒis;x;x;#NAME?
2;27;14;aus2;pee⸗ẜautʒis;unsafe;l;;8;32720aus2notitʒis;320notitʒis;x;x;#NAME?
3;27;6;aus2;ẜwiediß;unsafe;l;;11;22714aus2pee⸗ẜautʒis;214pee⸗ẜautʒis;x;x;#NAME?
1;28;21;aus1;juẜchi;safe;l;;7;3276aus2ẜwiediß;36ẜwiediß;x;x;#NAME?
1;28;1;peri;ißghajuſchi;safe;l;;6;12821aus1juẜchi;121juẜchi;x;x;#NAME?
3;28;2;aus2;darrijis;safe;l;;11;1281periißghajuſchi;11ißghajuſchi;x;0;#NAME?
2;28;23;intr;ẜataiẜijis;safe;l;;8;3282aus2darrijis;32darrijis;x;x;#NAME?
1;28;27;aus1;Chriſtijis;safe;l;;10;22823intrẜataiẜijis;223ẜataiẜijis;x;x;#NAME?
2;28;16;aus2;peedſimmis;unsafe;u;;10;12827aus1Chriſtijis;127Chriſtijis;x;x;#NAME?
3;28;24;aus2;pahr⸗ghallwis;unsafe;l;;10;22816aus2peedſimmis;216peedſimmis;x;x;#NAME?
1;28;9;aus1;nahʒis;unsafe;l;;13;32824aus2pahr⸗ghallwis;324pahr⸗ghallwis;x;x;#NAME?
1;28;10;aus1;nahʒis;unsafe;l;;6;1289aus1nahʒis;19nahʒis;x;x;#NAME?
1;28;12;aus1;nahʒis;unsafe;l;;6;12810aus1nahʒis;110nahʒis;x;x;#NAME?
1;28;16;aus1;nahʒis;unsafe;l;;6;12812aus1nahʒis;112nahʒis;x;x;#NAME?
1;28;21;aus1;nahʒis;unsafe;l;;6;12816aus1nahʒis;116nahʒis;x;x;#NAME?
3;28;30;aus2;litʒis;unsafe;l;;6;12821aus1nahʒis;121nahʒis;x;x;#NAME?
3;28;28;aus2;ẜarrghajeeß;safe;l;?;6;32830aus2litʒis;330litʒis;x;x;#NAME?
1;28;13;aus1;parahdijeeß;safe;l;;11;32828aus2ẜarrghajeeß;328ẜarrghajeeß;x;x;#NAME?
1;29;25;aus1;dabbujuẜchi;safe;l;;11;12813aus1parahdijeeß;113parahdijeeß;x;x;#NAME?
1;29;31;aus2;noſkrehjuſẜi;safe;l;;11;12925aus1dabbujuẜchi;125dabbujuẜchi;x;x;#NAME?
3;29;28;aus2;majis;safe;l;;12;12931aus2noſkrehjuſẜi;131noſkrehjuſẜi;x;x;#NAME?
3;29;20;aus2;apkaitenajis;safe;l;;5;32928aus2majis;328majis;x;x;#NAME?
3;29;14;aus2;dſirrdejis;safe;l;;12;32920aus2apkaitenajis;320apkaitenajis;x;x;#NAME?
1;29;6;aus1;ẜohlijis;safe;l;;10;32914aus2dſirrdejis;314dſirrdejis;x;x;#NAME?
1;29;19;aus1;ẜohlijis;safe;l;;8;1296aus1ẜohlijis;16ẜohlijis;x;x;#NAME?
1;29;30;aus2;darrijis;safe;l;;8;12919aus1ẜohlijis;119ẜohlijis;x;x;#NAME?
1;29;24;aus1;noẜuhtijis;safe;l;;8;12930aus2darrijis;130darrijis;x;x;#NAME?
1;29;27;aus1;attpeſtijis;safe;l;;10;12924aus1noẜuhtijis;124noẜuhtijis;x;x;#NAME?
2;29;10;peri;pirrʒis;unsafe;l;;11;12927aus1attpeſtijis;127attpeſtijis;x;x;#NAME?
2;29;13;peri;pirrʒis;unsafe;l;;7;22910peripirrʒis;210pirrʒis;x;x;#NAME?
3;29;15;aus2;notitʒis;unsafe;l;;7;22913peripirrʒis;213pirrʒis;x;x;#NAME?
3;29;28;aus2;apraudajiß;safe;l;;8;32915aus2notitʒis;315notitʒis;x;x;#NAME?
2;30;17;aus1;dſirrdejuẜchi;safe;l;;10;32928aus2apraudajiß;328apraudajiß;x;x;#NAME?
2;30;23;aus1;bijuſẜi;safe;l;;13;23017aus1dſirrdejuẜchi;217dſirrdejuẜchi;x;x;#NAME?
2;30;9;peri;pawehlejis;safe;l;;7;23023aus1bijuſẜi;223bijuſẜi;x;x;#NAME?
2;30;20;aus1;mecklejis;safe;l;;10;2309peripawehlejis;29pawehlejis;x;x;#NAME?
1;30;17;aus2;bijis;safe;l;;9;23020aus1mecklejis;220mecklejis;x;x;#NAME?
1;30;24;aus2;darrijis;safe;l;;5;13017aus2bijis;117bijis;x;x;#NAME?
1;30;21;aus2;ẜatʒijis;safe;l;;8;13024aus2darrijis;124darrijis;x;x;#NAME?
1;30;30;aus2;ẜatʒijis;safe;l;;8;13021aus2ẜatʒijis;121ẜatʒijis;x;x;#NAME?
1;30;16;aus2;dſiewojis;safe;l;;8;13030aus2ẜatʒijis;130ẜatʒijis;x;x;#NAME?
3;30;2;aus2;noſkum̃is;unsafe;l;;9;13016aus2dſiewojis;116dſiewojis;x;x;#NAME?
3;30;18;aus2;noſeedſis;unsafe;l;;9;3302aus2noſkum̃is;32noſkum̃is;x;x;#NAME?
3;30;19;aus2;ʒeetis;unsafe;l;?;9;33018aus2noſeedſis;318noſeedſis;x;x;#NAME?
3;30;9;aus2;attghadajeeß;safe;l;?;6;33019aus2ʒeetis;319ʒeetis;x;x;#NAME?
2;30;18;aus1;peerijeeß;safe;l;;12;3309aus2attghadajeeß;39attghadajeeß;x;x;#NAME?
1;30;22;aus2;jauʒeeß;unsafe;l;;9;23018aus1peerijeeß;218peerijeeß;x;x;#NAME?
3;30;7;aus2;nomaxajiß;safe;l;;7;13022aus2jauʒeeß;122jauʒeeß;x;x;#NAME?
3;30;20;aus2;nomaxajiß;safe;l;;9;3307aus2nomaxajiß;37nomaxajiß;x;x;#NAME?
3;30;1;aus2;pellnijiß;safe;l;;9;33020aus2nomaxajiß;320nomaxajiß;x;x;#NAME?
2;31;1;aus1;ẜataiẜijis;safe;l;;9;3301aus2pellnijiß;31pellnijiß;x;x;#NAME?
3;31;20;aus2;noſkummis;unsafe;l;;10;2311aus1ẜataiẜijis;21ẜataiẜijis;x;x;#NAME?
1;31;2;aus2;attkrahpis;unsafe;l;;9;33120aus2noſkummis;320noſkummis;x;x;#NAME?
3;31;2;aus2;ʒeetis;unsafe;l;?;10;1312aus2attkrahpis;12attkrahpis;x;x;#NAME?
3;31;31;aus2;notitʒis;unsafe;l;;6;3312aus2ʒeetis;32ʒeetis;x;x;#NAME?
1;31;17;aus2;laͤtʒenajeeß;safe;l;?;8;33131aus2notitʒis;331notitʒis;x;0;#NAME?
1;31;21;aus2;waſajeeß;safe;l;?;12;13117aus2laͤtʒenajeeß;117laͤtʒenajeeß;x;x;#NAME?
1;31;16;aus2;reijeeß;safe;l;;8;13121aus2waſajeeß;121waſajeeß;x;x;#NAME?
1;31;20;aus2;jauʒeeß;unsafe;l;;7;13116aus2reijeeß;116reijeeß;x;x;#NAME?
1;31;2;aus2;weddiß;unsafe;l;;7;13120aus2jauʒeeß;120jauʒeeß;x;x;#NAME?
1;32;24;aus2;bijuſẜi;safe;l;;6;1312aus2weddiß;12weddiß;x;x;#NAME?
2;32;12;aus2;dohmwajis;safe;l;;7;13224aus2bijuſẜi;124bijuſẜi;x;x;#NAME?
2;32;29;aus2;darrijis;safe;l;;9;23212aus2dohmwajis;212dohmwajis;x;x;#NAME?
2;32;31;aus2;ẜataiẜijis;safe;l;;8;23229aus2darrijis;229darrijis;x;x;#NAME?
2;32;27;aus2;mieļojis;safe;l;;10;23231aus2ẜataiẜijis;231ẜataiẜijis;x;x;#NAME?
2;32;25;aus2;ʒehlis;unsafe;l;;8;23227aus2mieļojis;227mieļojis;x;x;#NAME?
2;32;6;aus2;Lah-ʒis;absolute_trash;l;;6;23225aus2ʒehlis;225ʒehlis;x;x;#NAME?
3;32;3;aus2;tʒis;unsafe;u;;7;2326aus2Lah-ʒis;26Lah-ʒis;x;x;#NAME?
3;32;19;intr;notitʒis;unsafe;l;;4;3323aus2tʒis;33tʒis;x;x;#NAME?
3;32;4;aus2;peeẜauʒis;unsafe;l;;8;33219intrnotitʒis;319notitʒis;x;x;#NAME?
3;32;1;aus2;ʒerrejiß;safe;l;;9;3324aus2peeẜauʒis;34peeẜauʒis;x;x;#NAME?
3;33;25;peri;kuhruſchi;safe;l;;8;3321aus2ʒerrejiß;31ʒerrejiß;x;0;#NAME?
3;33;13;peri;ʒejuſchees;safe;l;;9;33325perikuhruſchi;325kuhruſchi;x;x;#NAME?
1;33;23;aus2;warrejis;safe;l;;10;33313periʒejuſchees;313ʒejuſchees;x;x;#NAME?
2;33;25;aus2;nijis;safe;l;;8;13323aus2warrejis;123warrejis;x;x;#NAME?
1;33;31;aus2;pellnijis;safe;l;;5;23325aus2nijis;225nijis;x;x;#NAME?
1;33;31;aus2;nhenopellnijis;safe;l;;9;13331aus2pellnijis;131pellnijis;x;x;#NAME?
2;33;6;aus2;darrijis;safe;l;;14;13331aus2nhenopellnijis;131nhenopellnijis;x;x;#NAME?
2;33;7;aus2;ẜattaiẜijis;safe;l;;8;2336aus2darrijis;26darrijis;x;x;#NAME?
2;33;12;aus2;ʒehleeß;unsafe;l;?;11;2337aus2ẜattaiẜijis;27ẜattaiẜijis;x;x;#NAME?
3;34;19;peri;dſirrdejuſchi;safe;l;;7;23312aus2ʒehleeß;212ʒehleeß;x;x;#NAME?
3;34;18;peri;najis;safe;l;;13;33419peridſirrdejuſchi;319dſirrdejuſchi;x;x;#NAME?
3;34;19;peri;runnajis;safe;l;;5;33418perinajis;318najis;x;x;#NAME?
3;34;25;peri;runnajis;safe;l;;8;33419perirunnajis;319runnajis;x;x;#NAME?
1;34;13;aus2;pellnijis;safe;l;;8;33425perirunnajis;325runnajis;x;x;#NAME?
1;34;13;aus2;pellnijis;safe;l;;9;13413aus2pellnijis;113pellnijis;x;x;#NAME?
1;34;14;aus2;pellnijis;safe;l;;9;13413aus2pellnijis;113pellnijis;x;x;#NAME?
1;34;16;aus2;pellnijis;safe;l;;9;13414aus2pellnijis;114pellnijis;x;x;#NAME?
1;34;1;aus2;mahʒijis;safe;l;;9;13416aus2pellnijis;116pellnijis;x;x;#NAME?
3;34;15;peri;mahʒijis;safe;l;;8;1341aus2mahʒijis;11mahʒijis;x;x;#NAME?
3;34;16;peri;mahʒijis;safe;l;;8;33415perimahʒijis;315mahʒijis;x;x;#NAME?
3;34;20;peri;ẜatʒijis;safe;l;;8;33416perimahʒijis;316mahʒijis;x;x;#NAME?
2;34;11;aus2;ſchaͤlojis;safe;l;;8;33420periẜatʒijis;320ẜatʒijis;x;x;#NAME?
1;34;2;aus2;dſiewojis;safe;l;;10;23411aus2ſchaͤlojis;211ſchaͤlojis;x;x;#NAME?
1;34;3;aus2;uskahpis;unsafe;l;;9;1342aus2dſiewojis;12dſiewojis;x;x;#NAME?
1;34;7;aus2;tappis;unsafe;l;;8;1343aus2uskahpis;13uskahpis;x;x;#NAME?
1;34;2;aus2;mirris;unsafe;l;;6;1347aus2tappis;17tappis;x;x;#NAME?
1;34;2;aus2;Ʒeetis;unsafe;l;?;6;1342aus2mirris;12mirris;x;x;#NAME?
1;34;12;aus2;Ʒeetis;unsafe;u;?;6;1342aus2Ʒeetis;12Ʒeetis;x;x;#NAME?
2;34;12;aus2;nodeh-wis;absolute_trash;u;;6;13412aus2Ʒeetis;112Ʒeetis;x;x;#NAME?
2;34;9;aus2;nahʒis;unsafe;l;;9;23412aus2nodeh-wis;212nodeh-wis;x;x;#NAME?
1;34;28;aus2;atpirʒis;unsafe;l;;6;2349aus2nahʒis;29nahʒis;x;x;#NAME?
1;34;2;aus2;ʒehleeß;unsafe;l;?;8;13428aus2atpirʒis;128atpirʒis;x;x;#NAME?
1;34;22;aus2;kerreeß;unsafe;l;;7;1342aus2ʒehleeß;12ʒehleeß;x;x;#NAME?
2;34;12;aus2;dehweeß;unsafe;l;?;7;13422aus2kerreeß;122kerreeß;x;x;#NAME?
3;35;2;peri;noẜuhtijis;safe;l;;7;23412aus2dehweeß;212dehweeß;x;x;#NAME?
1;35;23;aus2;ẜatʒijis;safe;l;;10;3352perinoẜuhtijis;32noẜuhtijis;x;x;#NAME?
3;35;20;peri;ʒirrtis;unsafe;l;;8;13523aus2ẜatʒijis;123ẜatʒijis;x;x;#NAME?
3;35;1;peri;najiß;safe;l;;7;33520periʒirrtis;320ʒirrtis;x;x;#NAME?
3;35;26;peri;ẜatʒijiß;safe;l;;5;3351perinajiß;31najiß;x;x;#NAME?
3;36;12;peri;dſirrdejuẜchi;safe;l;;8;33526periẜatʒijiß;326ẜatʒijiß;x;x;#NAME?
1;36;30;aus2;nomirruẜchi;safe;l;;13;33612peridſirrdejuẜchi;312dſirrdejuẜchi;x;x;#NAME?
2;36;12;aus2;nahkuſẜi;safe;l;;11;13630aus2nomirruẜchi;130nomirruẜchi;x;x;#NAME?
2;36;8;aus2;jis;trash;l;;8;23612aus2nahkuſẜi;212nahkuſẜi;x;x;#NAME?
1;36;24;aus2;najis;safe;l;;3;2368aus2jis;28jis;x;x;#NAME?
2;36;3;aus2;apghrutenajis;safe;l;;5;13624aus2najis;124najis;x;x;#NAME?
1;36;31;aus2;ʒenajis;safe;l;;13;2363aus2apghrutenajis;23apghrutenajis;x;x;#NAME?
1;36;23;aus2;ſchkieſtejis;safe;l;;7;13631aus2ʒenajis;131ʒenajis;x;x;#NAME?
2;36;28;aus2;ẜaplohẜijis;safe;l;;12;13623aus2ſchkieſtejis;123ſchkieſtejis;x;x;#NAME?
1;36;10;aus2;mielojis;safe;l;;11;23628aus2ẜaplohẜijis;228ẜaplohẜijis;x;x;#NAME?
2;36;29;aus2;ẜittis;unsafe;l;;8;13610aus2mielojis;110mielojis;x;x;#NAME?
1;36;11;aus2;dehwis;unsafe;l;;6;23629aus2ẜittis;229ẜittis;x;x;#NAME?
1;36;22;aus2;nahʒis;unsafe;l;;6;13611aus2dehwis;111dehwis;x;x;#NAME?
1;36;28;aus2;eelitʒis;unsafe;l;;6;13622aus2nahʒis;122nahʒis;x;x;#NAME?
3;37;9;peri;dſirrdejuſchi;safe;l;;8;13628aus2eelitʒis;128eelitʒis;x;x;#NAME?
2;37;12;aus2;ẜatʒijuẜchi;safe;l;;13;3379peridſirrdejuſchi;39dſirrdejuſchi;x;x;#NAME?
2;37;15;aus2;attẜatʒijuẜchi;safe;l;;11;23712aus2ẜatʒijuẜchi;212ẜatʒijuẜchi;x;x;#NAME?
2;37;24;aus2;aiʒenajis;safe;l;;14;23715aus2attẜatʒijuẜchi;215attẜatʒijuẜchi;x;x;#NAME?
2;37;11;aus2;darrijis;safe;l;;9;23724aus2aiʒenajis;224aiʒenajis;x;x;#NAME?
2;37;3;aus2;nahʒis;unsafe;l;;8;23711aus2darrijis;211darrijis;x;x;#NAME?
2;37;3;aus2;attſtahjeeß;safe;l;?;6;2373aus2nahʒis;23nahʒis;x;x;#NAME?
3;37;11;peri;nopellnijiß;safe;l;;11;2373aus2attſtahjeeß;23attſtahjeeß;x;x;#NAME?
3;37;7;peri;ſaimojiß;safe;l;;11;33711perinopellnijiß;311nopellnijiß;x;x;#NAME?
3;38;9;peri;dſirrdejuſchi;safe;l;;8;3377periſaimojiß;37ſaimojiß;x;x;#NAME?
1;38;2;peri;iſẜutijuſchi;safe;l;;13;3389peridſirrdejuſchi;39dſirrdejuſchi;x;x;#NAME?
2;38;22;aus2;aismirrẜuẜchi;safe;l;;12;1382periiſẜutijuſchi;12iſẜutijuſchi;x;x;#NAME?
1;38;11;peri;eghajis;safe;l;;13;23822aus2aismirrẜuẜchi;222aismirrẜuẜchi;x;x;#NAME?
1;38;13;peri;bijis;safe;l;;7;13811perieghajis;111eghajis;x;x;#NAME?
3;38;19;aus1;rijis;safe;l;;5;13813peribijis;113bijis;x;x;#NAME?
3;38;13;aus1;darrijis;safe;l;;5;33819aus1rijis;319rijis;x;x;#NAME?
3;38;17;aus1;peſtijis;safe;l;;8;33813aus1darrijis;313darrijis;x;x;#NAME?
1;38;5;peri;ẜatʒijis;safe;l;;8;33817aus1peſtijis;317peſtijis;x;x;#NAME?
2;38;24;aus2;dehwis;unsafe;l;;8;1385periẜatʒijis;15ẜatʒijis;x;x;#NAME?
2;38;30;aus2;attſtahjeeß;safe;l;?;6;23824aus2dehwis;224dehwis;x;x;#NAME?
3;39;4;aus2;pabaͤhghuẜchi;safe;l;;11;23830aus2attſtahjeeß;230attſtahjeeß;x;x;#NAME?
3;39;4;aus2;attſtahjuẜchi;safe;l;;13;3394aus2pabaͤhghuẜchi;34pabaͤhghuẜchi;x;x;#NAME?
1;39;9;aus1;darrijuẜchi;safe;l;;13;3394aus2attſtahjuẜchi;34attſtahjuẜchi;x;x;#NAME?
1;39;5;aus1;dabbujuẜchi;safe;l;;11;1399aus1darrijuẜchi;19darrijuẜchi;x;x;#NAME?
2;39;18;aus2;pirrkuẜchi;safe;l;;11;1395aus1dabbujuẜchi;15dabbujuẜchi;x;x;#NAME?
3;39;13;aus2;runnajis;safe;l;;10;23918aus2pirrkuẜchi;218pirrkuẜchi;x;x;#NAME?
2;39;29;aus2;pa⸗wehlejis;safe;l;;8;33913aus2runnajis;313runnajis;x;x;#NAME?
3;39;14;aus2;wejis;safe;l;;11;23929aus2pa⸗wehlejis;229pa⸗wehlejis;x;x;#NAME?
1;39;16;aus1;pahr⸗rahwis;unsafe;l;;5;33914aus2wejis;314wejis;x;x;#NAME?
3;39;22;aus2;dehwis;unsafe;l;;11;13916aus1pahr⸗rahwis;116pahr⸗rahwis;x;x;#NAME?
